ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Benzi,Sagart_ID
Zlarong-25_thecloud-1,,Zlarong,25_thecloud,ndə55rə55,ndə55rə55,n d ⁵⁵/ə r ⁵⁵/ə,,Zhao2019,,,^n d ə55 r ə55 $,default,,
Zlarong-81_thehand-1,,Zlarong,81_thehand,ndi53,ndi53,n d ⁵³/i,,Zhao2019,,,^n d i53 $,default,,
Zlarong-295_theashes-1,,Zlarong,295_theashes,ndɔ55tʂhɔ55,ndɔ55tʂhɔ55,n d ⁵⁵/ɔ tʂʰ ⁵⁵/ɔ,,Zhao2019,,,^n d ɔ55 tʂh ɔ55 $,default,,
Zlarong-309_theearthsoil-1,,Zlarong,309_theearthsoil,ndza13,ndza13,n d z ¹³/a,,Zhao2019,,,^n d z a13 $,default,,
Zlarong-46_toeat-1,,Zlarong,46_toeat,ndza13,ndza13,n d z ¹³/a,,Zhao2019,,,^n d z a13 $,default,,
Zlarong-325_theice-1,,Zlarong,325_theice,ndza55,ndza55,n d z ⁵⁵/a,,Zhao2019,,,^n d z a55 $,default,,
Zlarong-338_thenailfingernailorclaw-1,,Zlarong,338_thenailfingernailorclaw,ndzo53,ndzo53,n d z ⁵³/o,,Zhao2019,,,^n d z o53 $,default,,
Zlarong-409_tosit-1,,Zlarong,409_tosit,ndzo53,ndzo53,n d z ⁵³/o,,Zhao2019,,,^n d z o53 $,default,,
Zlarong-68_thefox-1,,Zlarong,68_thefox,ndzu31e55,ndzu31e55,n d z ³¹/u ⁵⁵/e,,Zhao2019,,,^n d z u31 e55 $,default,,
Zlarong-415_tostab-1,,Zlarong,415_tostab,ndzu55,ndzu55,n d z ⁵⁵/u,,Zhao2019,,,^n d z u55 $,default,,
Zlarong-379_tofall-1,,Zlarong,379_tofall,ndʐe55,ndʐe55,n ɖʐ ⁵⁵/e,,Zhao2019,,,^n dʐ e55 $,default,,
Zlarong-369_tobite-1,,Zlarong,369_tobite,ndʐə55,ndʐə55,n ɖʐ ⁵⁵/ə,,Zhao2019,,,^n dʐ ə55 $,default,,
Zlarong-218_thethunder-1,,Zlarong,218_thethunder,ndʐu53,ndʐu53,n ɖʐ ⁵³/u,,Zhao2019,,,^n dʐ u53 $,default,,
Zlarong-26_coldoftemperature-1,,Zlarong,26_coldoftemperature,ndʑa31li53,ndʑa31li53,n dʑ ³¹/a l ⁵³/i,,Zhao2019,,,^n dʑ a31 l i53 $,default,,
Zlarong-287_soft-1,,Zlarong,287_soft,ndʑa31mə55,ndʑa31mə55,n dʑ ³¹/a m ⁵⁵/ə,,Zhao2019,,,^n dʑ a31 m ə55 $,default,,
Zlarong-53_tofight-2,,Zlarong,53_tofight,ndʑe13,ndʑe13,n dʑ ¹³/e,,Zhao2019,,,^n dʑ e13 $,default,,
Zlarong-344_therainbow-1,,Zlarong,344_therainbow,ndʑe53,ndʑe53,n dʑ ⁵³/e,,Zhao2019,,,^n dʑ e53 $,default,,
Zlarong-12_thebird-1,,Zlarong,12_thebird,ndʑe55ndʑe55,ndʑe55ndʑe55,n dʑ ⁵⁵/e n dʑ ⁵⁵/e,,Zhao2019,,,^n dʑ e55 n dʑ e55 $,default,,
Zlarong-432_yousecondpersonplural-1,,Zlarong,432_yousecondpersonplural,ne55dʐe31,ne55dʐe31,n ⁵⁵/e ɖʐ ³¹/e,,Zhao2019,,,^n e55 dʐ e31 $,default,,
Zlarong-158_red-1,,Zlarong,158_red,ne55ne53,ne55ne53,n ⁵⁵/e n ⁵³/e,,Zhao2019,,,^n e55 n e53 $,default,,
Zlarong-226_two-1,,Zlarong,226_two,nɛ31ji53,nɛ31ji53,n ³¹/ɛ j ⁵³/i,,Zhao2019,,,^n ɛ31 j i53 $,default,,
Zlarong-246_yellow-1,,Zlarong,246_yellow,nɛ55nɛ53,nɛ55nɛ53,n ⁵⁵/ɛ n ⁵³/ɛ,,Zhao2019,,,^n ɛ55 n ɛ53 $,default,,
Zlarong-77_thegrass-1,,Zlarong,77_thegrass,nɛ55rɛ55,nɛ55rɛ55,n ⁵⁵/ɛ r ⁵⁵/ɛ,,Zhao2019,,,^n ɛ55 r ɛ55 $,default,,
Zlarong-354_thethigh-1,,Zlarong,354_thethigh,ȵa31ndɨ53,ȵa31ndɨ53,ȵ ³¹/a n d ⁵³/ɨ,,Zhao2019,,,^ȵ a31 n d ɨ53 $,default,,
Zlarong-259_few-1,,Zlarong,259_few,ȵa31ȵo55,ȵa31ȵo55,ȵ ³¹/a ȵ ⁵⁵/o,,Zhao2019,,,^ȵ a31 ȵ o55 $,default,,
Zlarong-56_thefish-1,,Zlarong,56_thefish,ȵe13,ȵe13,ȵ ¹³/e,,Zhao2019,,,^ȵ e13 $,default,,
Zlarong-42_theear-1,,Zlarong,42_theear,ȵe31pe55,ȵe31pe55,ȵ ³¹/e p ⁵⁵/e,,Zhao2019,,,^ȵ e31 p e55 $,default,,
Zlarong-283_seven-1,,Zlarong,283_seven,ȵɛ13,ȵɛ13,ȵ ¹³/ɛ,,Zhao2019,,,^ȵ ɛ13 $,default,,
Zlarong-205_thesun-1,,Zlarong,205_thesun,ȵi13,ȵi13,ȵ ¹³/i,,Zhao2019,,,^ȵ i13 $,default,,
Zlarong-327_theknee-1,,Zlarong,327_theknee,ȵi31mbu55,ȵi31mbu55,ȵ ³¹/i m b ⁵⁵/u,,Zhao2019,,,^ȵ i31 m b u55 $,default,,
Zlarong-14_black-1,,Zlarong,14_black,ȵi31ȵi53,ȵi31ȵi53,ȵ ³¹/i ȵ ⁵³/i,,Zhao2019,,,^ȵ i31 ȵ i53 $,default,,
Zlarong-145_noon-1,,Zlarong,145_noon,ȵi31ŋɡa55,ȵi31ŋɡa55,ȵ ³¹/i ŋ g ⁵⁵/a,,Zhao2019,,,^ȵ i31 ŋ ɡ a55 $,default,,
Zlarong-305_thedayopposedtonight-1,,Zlarong,305_thedayopposedtonight,ȵi31ŋɡa55,ȵi31ŋɡa55,ȵ ³¹/i ŋ g ⁵⁵/a,,Zhao2019,,,^ȵ i31 ŋ ɡ a55 $,default,,
Zlarong-341_thenoon-1,,Zlarong,341_thenoon,ȵi31ŋɡa55,ȵi31ŋɡa55,ȵ ³¹/i ŋ g ⁵⁵/a,,Zhao2019,,,^ȵ i31 ŋ ɡ a55 $,default,,
Zlarong-49_theeye-1,,Zlarong,49_theeye,ȵi55,ȵi55,ȵ ⁵⁵/i,,Zhao2019,,,^ȵ i55 $,default,,
Zlarong-153_toplay-1,,Zlarong,153_toplay,ȵi55ȵi55wi13,ȵi55ȵi55wi13,ȵ ⁵⁵/i ȵ ⁵⁵/i w ¹³/i,,Zhao2019,,,^ȵ i55 ȵ i55 w i13 $,default,,
Zlarong-215_thousecondpersonsingular-1,,Zlarong,215_thousecondpersonsingular,ȵo53,ȵo53,ȵ ⁵³/o,,Zhao2019,,,^ȵ o53 $,default,,
Zlarong-146_thenose-1,,Zlarong,146_thenose,ȵu53,ȵu53,ȵ ⁵³/u,,Zhao2019,,,^ȵ u53 $,default,,
Zlarong-57_five-1,,Zlarong,57_five,ŋa13,ŋa13,ŋ ¹³/a,,Zhao2019,,,^ŋ a13 $,default,,
Zlarong-206_thetail-1,,Zlarong,206_thetail,ŋe55me53,ŋe55me53,ŋ ⁵⁵/e m ⁵³/e,,Zhao2019,,,^ŋ e55 m e53 $,default,,
Zlarong-230_wefirstpersonpluralinclusive-1,,Zlarong,230_wefirstpersonpluralinclusive,ŋə55dʐe31,ŋə55dʐe31,ŋ ⁵⁵/ə ɖʐ ³¹/e,,Zhao2019,,,^ŋ ə55 dʐ e31 $,default,,
Zlarong-343_theperson-1,,Zlarong,343_theperson,ŋə55ȵe55,ŋə55ȵe55,ŋ ⁵⁵/ə ȵ ⁵⁵/e,,Zhao2019,,,^ŋ ə55 ȵ e55 $,default,,
Zlarong-64_thefoot-1,,Zlarong,64_thefoot,ŋɡə13,ŋɡə13,ŋ g ¹³/ə,,Zhao2019,,,^ŋ ɡ ə13 $,default,,
Zlarong-330_theleg-1,,Zlarong,330_theleg,ŋɡə13,ŋɡə13,ŋ g ¹³/ə,,Zhao2019,,,^ŋ ɡ ə13 $,default,,
Zlarong-264_hard-1,,Zlarong,264_hard,ŋɡɛ55e55,ŋɡɛ55e55,ŋ g ⁵⁵/ɛ ⁵⁵/e,,Zhao2019,,,^ŋ ɡ ɛ55 e55 $,default,,
Zlarong-143_nine-1,,Zlarong,143_nine,ŋɡo13,ŋɡo13,ŋ g ¹³/o,,Zhao2019,,,^ŋ ɡ o13 $,default,,
Zlarong-252_before-1,,Zlarong,252_before,ŋɡu55rɨ31,ŋɡu55rɨ31,ŋ g ⁵⁵/u r ³¹/ɨ,,Zhao2019,,,^ŋ ɡ u55 r ɨ31 $,default,,
Zlarong-70_thefrontfrontside-1,,Zlarong,70_thefrontfrontside,ŋɡu55rɨ31,ŋɡu55rɨ31,ŋ g ⁵⁵/u r ³¹/ɨ,,Zhao2019,,,^ŋ ɡ u55 r ɨ31 $,default,,
Zlarong-101_ifirstpersonsingular-1,,Zlarong,101_ifirstpersonsingular,ŋo55,ŋo55,ŋ ⁵⁵/o,,Zhao2019,,,^ŋ o55 $,default,,
Zlarong-181_shy-1,,Zlarong,181_shy,ŋu13tshe53li31,ŋu13tshe53li31,ŋ ¹³/u tsʰ ⁵³/e l ³¹/i,,Zhao2019,,,^ŋ u13 tsh e53 l i31 $,default,,
Zlarong-263_green-1,,Zlarong,263_green,ŋu55ŋi53,ŋu55ŋi53,ŋ ⁵⁵/u ŋ ⁵³/i,,Zhao2019,,,^ŋ u55 ŋ i53 $,default,,
Zlarong-298_thebark-1,,Zlarong,298_thebark,pa55pe53,pa55pe53,p ⁵⁵/a p ⁵³/e,,Zhao2019,,,^p a55 p e53 $,default,,
Zlarong-185_theskin-1,,Zlarong,185_theskin,pa55pe53,pa55pe53,p ⁵⁵/a p ⁵³/e,,Zhao2019,,,^p a55 p e53 $,default,,
Zlarong-353_thestick-1,,Zlarong,353_thestick,pə31ke53,pə31ke53,p ³¹/ə k ⁵³/e,,Zhao2019,,,^p ə31 k e53 $,default,,
Zlarong-318_thefrost-1,,Zlarong,318_thefrost,pə31mu53,pə31mu53,p ³¹/ə m ⁵³/u,,Zhao2019,,,^p ə31 m u53 $,default,,
Zlarong-76_good-2,,Zlarong,76_good,pə55ta55,pə55ta55,p ⁵⁵/ə t ⁵⁵/a,,Zhao2019,,,^p ə55 t a55 $,default,,
Zlarong-151_thepig-1,,Zlarong,151_thepig,pha53,pha53,pʰ ⁵³/a,,Zhao2019,,,^ph a53 $,default,,
Zlarong-430_wide-1,,Zlarong,430_wide,pha55pha53,pha55pha53,pʰ ⁵⁵/a pʰ ⁵³/a,,Zhao2019,,,^ph a55 ph a53 $,default,,
Zlarong-312_thefatgrease-1,,Zlarong,312_thefatgrease,pha55tsæ55,pha55tsæ55,pʰ ⁵⁵/a ts ⁵⁵/æ,,Zhao2019,,,^ph a55 ts æ55 $,default,,
Zlarong-227_tovomit-1,,Zlarong,227_tovomit,phe13,phe13,pʰ ¹³/e,,Zhao2019,,,^ph e13 $,default,,
Zlarong-16_toblowofwind-1,,Zlarong,16_toblowofwind,phu31su55,phu31su55,pʰ ³¹/u s ⁵⁵/u,,Zhao2019,,,^ph u31 s u55 $,default,,
Zlarong-220_today-1,,Zlarong,220_today,pi55si53,pi55si53,p ⁵⁵/i s ⁵³/i,,Zhao2019,,,^p i55 s i53 $,default,,
Zlarong-296_theback-1,,Zlarong,296_theback,pu55,pu55,p ⁵⁵/u,,Zhao2019,,,^p u55 $,default,,
Zlarong-150_outside-1,,Zlarong,150_outside,pu55ŋe53,pu55ŋe53,p ⁵⁵/u ŋ ⁵³/e,,Zhao2019,,,^p u55 ŋ e53 $,default,,
Zlarong-74_togive-1,,Zlarong,74_togive,ra13,ra13,r ¹³/a,,Zhao2019,,,^r a13 $,default,,
Zlarong-40_dry-1,,Zlarong,40_dry,rã31rã55,rã31rã55,r ³¹/ã r ⁵⁵/ã,,Zhao2019,,,^r ã31 r ã55 $,default,,
Zlarong-22_tobuy-1,,Zlarong,22_tobuy,re13to53re31,re13to53re31,r ¹³/e t ⁵³/o r ³¹/e,,Zhao2019,,,^r e13 t o53 r e31 $,default,,
Zlarong-95_thehorse-1,,Zlarong,95_thehorse,re53,re53,r ⁵³/e,,Zhao2019,,,^r e53 $,default,,
Zlarong-163_theroad-1,,Zlarong,163_theroad,rə13,rə13,r ¹³/ə,,Zhao2019,,,^r ə13 $,default,,
Zlarong-132_themountain-1,,Zlarong,132_themountain,rɨ13,rɨ13,r ¹³/ɨ,,Zhao2019,,,^r ɨ13 $,default,,
Zlarong-91_tohold-1,,Zlarong,91_tohold,rɨ31tshu53,rɨ31tshu53,r ³¹/ɨ tsʰ ⁵³/u,,Zhao2019,,,^r ɨ31 tsh u53 $,default,,
Zlarong-406_tosew-1,,Zlarong,406_tosew,ru13,ru13,r ¹³/u,,Zhao2019,,,^r u13 $,default,,
Zlarong-120_long-1,,Zlarong,120_long,ru31mbo55,ru31mbo55,r ³¹/u m b ⁵⁵/o,,Zhao2019,,,^r u31 m b o55 $,default,,
Zlarong-192_thesnake-1,,Zlarong,192_thesnake,ru55,ru55,r ⁵⁵/u,,Zhao2019,,,^r u55 $,default,,
Zlarong-174_theseed-1,,Zlarong,174_theseed,sa55ŋo53,sa55ŋo53,s ⁵⁵/a ŋ ⁵³/o,,Zhao2019,,,^s a55 ŋ o53 $,default,,
Zlarong-275_new-1,,Zlarong,275_new,se31pe55,se31pe55,s ³¹/e p ⁵⁵/e,,Zhao2019,,,^s e31 p e55 $,default,,
Zlarong-34_todie-1,,Zlarong,34_todie,se55,se55,s ⁵⁵/e,,Zhao2019,,,^s e55 $,default,,
Zlarong-221_tomorrow-1,,Zlarong,221_tomorrow,se55,se55,s ⁵⁵/e,,Zhao2019,,,^s e55 $,default,,
Zlarong-104_tokill-1,,Zlarong,104_tokill,sə55,sə55,s ⁵⁵/ə,,Zhao2019,,,^s ə55 $,default,,
Zlarong-299_theblood-1,,Zlarong,299_theblood,sɛ53,sɛ53,s ⁵³/ɛ,,Zhao2019,,,^s ɛ53 $,default,,
Zlarong-236_who-1,,Zlarong,236_who,sɨ53,sɨ53,s ⁵³/ɨ,,Zhao2019,,,^s ɨ53 $,default,,
Zlarong-368_tobealive-1,,Zlarong,368_tobealive,so55mbu55,so55mbu55,s ⁵⁵/o m b ⁵⁵/u,,Zhao2019,,,^s o55 m b u55 $,default,,
Zlarong-213_tothinkreflect-1,,Zlarong,213_tothinkreflect,so55nu53,so55nu53,s ⁵⁵/o n ⁵³/u,,Zhao2019,,,^s o55 n u53 $,default,,
Zlarong-216_three-1,,Zlarong,216_three,sɔ̃13,sɔ̃13,s ɔ ¹³,,Zhao2019,,,^s ɔ ̃ 13$,default,,
Zlarong-180_theshoulder-1,,Zlarong,180_theshoulder,sɔ55pe53,sɔ55pe53,s ⁵⁵/ɔ p ⁵³/e,,Zhao2019,,,^s ɔ55 p e53 $,default,,
Zlarong-321_thehail-1,,Zlarong,321_thehail,su55e53,su55e53,s ⁵⁵/u ⁵³/e,,Zhao2019,,,^s u55 e53 $,default,,
Zlarong-219_thetiger-1,,Zlarong,219_thetiger,ta55,ta55,t ⁵⁵/a,,Zhao2019,,,^t a55 $,default,,
Zlarong-188_small-1,,Zlarong,188_small,tɕe31me55,tɕe31me55,tɕ ³¹/e m ⁵⁵/e,,Zhao2019,,,^tɕ e31 m e55 $,default,,
Zlarong-414_tosqueeze-1,,Zlarong,414_tosqueeze,tɕe55,tɕe55,tɕ ⁵⁵/e,,Zhao2019,,,^tɕ e55 $,default,,
Zlarong-306_thedew-1,,Zlarong,306_thedew,tɕhɛ55zi55,tɕhɛ55zi55,tɕʰ ⁵⁵/ɛ z ⁵⁵/i,,Zhao2019,,,^tɕh ɛ55 z i55 $,default,,
Zlarong-126_themeat-1,,Zlarong,126_themeat,tɕhi13,tɕhi13,tɕʰ ¹³/i,,Zhao2019,,,^tɕh i13 $,default,,
Zlarong-408_tosing-1,,Zlarong,408_tosing,tɕhi13,tɕhi13,tɕʰ ¹³/i,,Zhao2019,,,^tɕh i13 $,default,,
Zlarong-333_theliver-1,,Zlarong,333_theliver,tɕhĩ55pe53,tɕhĩ55pe53,tɕʰ ⁵⁵/ĩ p ⁵³/e,,Zhao2019,,,^tɕh ĩ55 p e53 $,default,,
Zlarong-184_six-1,,Zlarong,184_six,tɕhu13,tɕhu13,tɕʰ ¹³/u,,Zhao2019,,,^tɕh u13 $,default,,
Zlarong-18_thebone-1,,Zlarong,18_thebone,tɕhu31ru53,tɕhu31ru53,tɕʰ ³¹/u r ⁵³/u,,Zhao2019,,,^tɕh u31 r u53 $,default,,
Zlarong-419_toswim-1,,Zlarong,419_toswim,tɕhu55ndʑu53,tɕhu55ndʑu53,tɕʰ ⁵⁵/u n dʑ ⁵³/u,,Zhao2019,,,^tɕh u55 n dʑ u53 $,default,,
Zlarong-427_wet-1,,Zlarong,427_wet,tɕi31tɕi55,tɕi31tɕi55,tɕ ³¹/i tɕ ⁵⁵/i,,Zhao2019,,,^tɕ i31 tɕ i55 $,default,,
Zlarong-229_thewater-1,,Zlarong,229_thewater,tɕi55,tɕi55,tɕ ⁵⁵/i,,Zhao2019,,,^tɕ i55 $,default,,
Zlarong-97_thehouse-1,,Zlarong,97_thehouse,tɕõ55,tɕõ55,tɕ ⁵⁵/õ,,Zhao2019,,,^tɕ õ55 $,default,,
Zlarong-127_middle-1,,Zlarong,127_middle,tɕo55kho55,tɕo55kho55,tɕ ⁵⁵/o kʰ ⁵⁵/o,,Zhao2019,,,^tɕ o55 kh o55 $,default,,
Zlarong-346_theroof-1,,Zlarong,346_theroof,tɕõ55wɔ55ti55,tɕõ55wɔ55ti55,tɕ ⁵⁵/õ w ⁵⁵/ɔ t ⁵⁵/i,,Zhao2019,,,^tɕ õ55 w ɔ55 t i55 $,default,,
Zlarong-170_thesand-1,,Zlarong,170_thesand,tɕy31me53,tɕy31me53,tɕ ³¹/y m ⁵³/e,,Zhao2019,,,^tɕ y31 m e53 $,default,,
Zlarong-412_tospit-1,,Zlarong,412_tospit,te55,te55,t ⁵⁵/e,,Zhao2019,,,^t e55 $,default,,
Zlarong-232_what-1,,Zlarong,232_what,tə53,tə53,t ⁵³/ə,,Zhao2019,,,^t ə53 $,default,,
Zlarong-267_how-1,,Zlarong,267_how,tə55ŋə55,tə55ŋə55,t ⁵⁵/ə ŋ ⁵⁵/ə,,Zhao2019,,,^t ə55 ŋ ə55 $,default,,
Zlarong-418_toswell-1,,Zlarong,418_toswell,tə55rã55,tə55rã55,t ⁵⁵/ə r ⁵⁵/ã,,Zhao2019,,,^t ə55 r ã55 $,default,,
Zlarong-39_todrink-1,,Zlarong,39_todrink,tha13,tha13,tʰ ¹³/a,,Zhao2019,,,^th a13 $,default,,
Zlarong-257_far-1,,Zlarong,257_far,tha31ri55,tha31ri55,tʰ ³¹/a r ⁵⁵/i,,Zhao2019,,,^th a31 r i55 $,default,,
Zlarong-362_there-1,,Zlarong,362_there,tha55na55,tha55na55,tʰ ⁵⁵/a n ⁵⁵/a,,Zhao2019,,,^th a55 n a55 $,default,,
Zlarong-266_horizontal-1,,Zlarong,266_horizontal,the13re13,the13re13,tʰ ¹³/e r ¹³/e,,Zhao2019,,,^th e13 r e13 $,default,,
Zlarong-303_thechild-1,,Zlarong,303_thechild,the53sɨ31,the53sɨ31,tʰ ⁵³/e s ³¹/ɨ,,Zhao2019,,,^th e53 s ɨ31 $,default,,
Zlarong-24_thechildyounghuman-1,,Zlarong,24_thechildyounghuman,the53sɨ31,the53sɨ31,tʰ ⁵³/e s ³¹/ɨ,,Zhao2019,,,^th e53 s ɨ31 $,default,,
Zlarong-292_that-1,,Zlarong,292_that,the55,the55,tʰ ⁵⁵/e,,Zhao2019,,,^th e55 $,default,,
Zlarong-308_thedust-1,,Zlarong,308_thedust,thi55su55,thi55su55,tʰ ⁵⁵/i s ⁵⁵/u,,Zhao2019,,,^th i55 s u55 $,default,,
Zlarong-28_correctright-1,,Zlarong,28_correctright,tho31a55sɨ31,tho31a55sɨ31,tʰ ³¹/o ⁵⁵/a s ³¹/ɨ,,Zhao2019,,,^th o31 a55 s ɨ31 $,default,,
Zlarong-90_hightall-1,,Zlarong,90_hightall,thu31wo55,thu31wo55,tʰ ³¹/u w ⁵⁵/o,,Zhao2019,,,^th u31 w o55 $,default,,
Zlarong-273_morning-2,,Zlarong,273_morning,thu55re55,thu55re55,tʰ ⁵⁵/u r ⁵⁵/e,,Zhao2019,,,^th u55 r e55 $,default,,
Zlarong-335_themorning-2,,Zlarong,335_themorning,thu55re55,thu55re55,tʰ ⁵⁵/u r ⁵⁵/e,,Zhao2019,,,^th u55 r e55 $,default,,
Zlarong-148_one-1,,Zlarong,148_one,ti31khi55,ti31khi55,t ³¹/i kʰ ⁵⁵/i,,Zhao2019,,,^t i31 kh i55 $,default,,
Zlarong-279_painful-1,,Zlarong,279_painful,tsa31li53,tsa31li53,ts ³¹/a l ⁵³/i,,Zhao2019,,,^ts a31 l i53 $,default,,
Zlarong-140_theneck-1,,Zlarong,140_theneck,tse53,tse53,ts ⁵³/e,,Zhao2019,,,^ts e53 $,default,,
Zlarong-96_hot-1,,Zlarong,96_hot,tsə31tsə53,tsə31tsə53,ts ³¹/ə ts ⁵³/ə,,Zhao2019,,,^ts ə31 ts ə53 $,default,,
Zlarong-111_tolaugh-1,,Zlarong,111_tolaugh,tshə53,tshə53,tsʰ ⁵³/ə,,Zhao2019,,,^tsh ə53 $,default,,
Zlarong-121_thelouse-1,,Zlarong,121_thelouse,tshi13,tshi13,tsʰ ¹³/i,,Zhao2019,,,^tsh i13 $,default,,
Zlarong-55_firewood-1,,Zlarong,55_firewood,tshi53,tshi53,tsʰ ⁵³/i,,Zhao2019,,,^tsh i53 $,default,,
Zlarong-348_thesalt-1,,Zlarong,348_thesalt,tshi53,tshi53,tsʰ ⁵³/i,,Zhao2019,,,^tsh i53 $,default,,
Zlarong-243_thewoodmaterial-1,,Zlarong,243_thewoodmaterial,tshi53,tshi53,tsʰ ⁵³/i,,Zhao2019,,,^tsh i53 $,default,,
Zlarong-75_thegoat-1,,Zlarong,75_thegoat,tshɨ13,tshɨ13,tsʰ ¹³/ɨ,,Zhao2019,,,^tsh ɨ13 $,default,,
Zlarong-274_narrow-1,,Zlarong,274_narrow,tshɨ31mə55,tshɨ31mə55,tsʰ ³¹/ɨ m ⁵⁵/ə,,Zhao2019,,,^tsh ɨ31 m ə55 $,default,,
Zlarong-133_themouseorrat-1,,Zlarong,133_themouseorrat,tsho13,tsho13,tsʰ ¹³/o,,Zhao2019,,,^tsh o13 $,default,,
Zlarong-282_salty-1,,Zlarong,282_salty,tsho55tɕhu53,tsho55tɕhu53,tsʰ ⁵⁵/o tɕʰ ⁵³/u,,Zhao2019,,,^tsh o55 tɕh u53 $,default,,
Zlarong-96_hot-2,,Zlarong,96_hot,tsho55tu53ki55li53,tsho55tu53ki55li53,tsʰ ⁵⁵/o t ⁵³/u k ⁵⁵/i l ⁵³/i,,Zhao2019,,,^tsh o55 t u53 k i55 l i53 $,default,,
Zlarong-329_thelake-1,,Zlarong,329_thelake,tshu53,tshu53,tsʰ ⁵³/u,,Zhao2019,,,^tsh u53 $,default,,
Zlarong-420_totietogether-1,,Zlarong,420_totietogether,tsɨ13,tsɨ13,ts ¹³/ɨ,,Zhao2019,,,^ts ɨ13 $,default,,
Zlarong-254_dirty-1,,Zlarong,254_dirty,tsɔ55pe53,tsɔ55pe53,ts ⁵⁵/ɔ p ⁵³/e,,Zhao2019,,,^ts ɔ55 p e53 $,default,,
Zlarong-156_therain-1,,Zlarong,156_therain,tsu53,tsu53,ts ⁵³/u,,Zhao2019,,,^ts u53 $,default,,
Zlarong-377_tocount-1,,Zlarong,377_tocount,tsu55tʂu55,tsu55tʂu55,ts ⁵⁵/u ʈʂ ⁵⁵/u,,Zhao2019,,,^ts u55 tʂ u55 $,default,,
Zlarong-132_themountain-2,,Zlarong,132_themountain,tʂa13,tʂa13,ʈʂ ¹³/a,,Zhao2019,,,^tʂ a13 $,default,,
Zlarong-293_theant-1,,Zlarong,293_theant,tʂæ31tshã53,tʂæ31tshã53,ʈʂ ³¹/æ tsʰ ⁵³/ã,,Zhao2019,,,^tʂ æ31 tsh ã53 $,default,,
Zlarong-347_theroot-1,,Zlarong,347_theroot,tʂæ55,tʂæ55,ʈʂ ⁵⁵/æ,,Zhao2019,,,^tʂ æ55 $,default,,
Zlarong-107_knife-1,,Zlarong,107_knife,tʂe31ne53,tʂe31ne53,ʈʂ ³¹/e n ⁵³/e,,Zhao2019,,,^tʂ e31 n e53 $,default,,
Zlarong-328_theknife-1,,Zlarong,328_theknife,tʂe31ne53,tʂe31ne53,ʈʂ ³¹/e n ⁵³/e,,Zhao2019,,,^tʂ e31 n e53 $,default,,
Zlarong-94_thehornkeratinizedskin-1,,Zlarong,94_thehornkeratinizedskin,tʂho53,tʂho53,ʈʂʰ ⁵³/o,,Zhao2019,,,^tʂh o53 $,default,,
Zlarong-235_white-1,,Zlarong,235_white,tʂhɔ31tʂhɔ53,tʂhɔ31tʂhɔ53,ʈʂʰ ³¹/ɔ tʂʰ ⁵³/ɔ,,Zhao2019,,,^tʂh ɔ31 tʂh ɔ53 $,default,,
Zlarong-203_thestoneapieceof-1,,Zlarong,203_thestoneapieceof,tu13,tu13,t ¹³/u,,Zhao2019,,,^t u13 $,default,,
Zlarong-11_big-1,,Zlarong,11_big,tu31po55,tu31po55,t ³¹/u p ⁵⁵/o,,Zhao2019,,,^t u31 p o55 $,default,,
Zlarong-217_tothrow-1,,Zlarong,217_tothrow,wa53,wa53,w ⁵³/a,,Zhao2019,,,^w a53 $,default,,
Zlarong-285_short-1,,Zlarong,285_short,we31we53,we31we53,w ³¹/e w ⁵³/e,,Zhao2019,,,^w e31 w e53 $,default,,
Zlarong-193_thesnow-1,,Zlarong,193_thesnow,wi13,wi13,w ¹³/i,,Zhao2019,,,^w i13 $,default,,
Zlarong-62_toflymovethroughair-1,,Zlarong,62_toflymovethroughair,wi13,wi13,w ¹³/i,,Zhao2019,,,^w i13 $,default,,
Zlarong-191_smooth-1,,Zlarong,191_smooth,wi13lɨ55lɨ55,wi13lɨ55lɨ55,w ¹³/i l ⁵⁵/ɨ l ⁵⁵/ɨ,,Zhao2019,,,^w i13 l ɨ55 l ɨ55 $,default,,
Zlarong-351_thesparrow-1,,Zlarong,351_thesparrow,wi31zi55,wi31zi55,w ³¹/i z ⁵⁵/i,,Zhao2019,,,^w i31 z i55 $,default,,
Zlarong-80_thehairofthehead-1,,Zlarong,80_thehairofthehead,wɔ31mu55,wɔ31mu55,w ³¹/ɔ m ⁵⁵/u,,Zhao2019,,,^w ɔ31 m u55 $,default,,
Zlarong-84_thehead-1,,Zlarong,84_thehead,wɔ53,wɔ53,w ⁵³/ɔ,,Zhao2019,,,^w ɔ53 $,default,,
Zlarong-423_towash-1,,Zlarong,423_towash,wɔ53,wɔ53,w ⁵³/ɔ,,Zhao2019,,,^w ɔ53 $,default,,
Zlarong-1_above-1,,Zlarong,1_above,wɔ55ti55,wɔ55ti55,w ⁵⁵/ɔ t ⁵⁵/i,,Zhao2019,,,^w ɔ55 t i55 $,default,,
Zlarong-9_thebelly-1,,Zlarong,9_thebelly,wu13,wu13,w ¹³/u,,Zhao2019,,,^w u13 $,default,,
Zlarong-370_tobreathe-1,,Zlarong,370_tobreathe,wu13,wu13,w ¹³/u,,Zhao2019,,,^w u13 $,default,,
